client_id;anciennete_mois;nb_commandes_12m;panier_moyen_eur;jours_depuis_derniere_cmd;programme_fidelite;score_churn_pct;segment_churn;action_crm_recommandee;churn
347;14;2;50.47;31;1;0.1;Stable 🟢;Newsletter standard;0
348;76;6;2.71;197;1;1.0;Stable 🟢;Newsletter standard;0
349;15;4;22.07;232;1;1.0;Stable 🟢;Newsletter standard;0
350;66;3;13.43;296;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
351;32;3;174.04;325;1;1.1;Stable 🟢;Newsletter standard;0
352;63;7;25.72;135;0;1.4;Stable 🟢;Newsletter standard;0
353;51;1;11.92;13;1;1.9;Stable 🟢;Newsletter standard;0
354;25;5;10.21;4;1;0.1;Stable 🟢;Newsletter standard;0
355;58;1;96.32;178;1;6.2;Stable 🟢;Newsletter standard;0
356;63;4;0.49;234;0;99.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
357;62;2;50.99;259;1;1.0;Stable 🟢;Newsletter standard;0
358;22;7;10.12;140;1;0.1;Stable 🟢;Newsletter standard;0
359;58;4;151.59;65;1;0.1;Stable 🟢;Newsletter standard;0
360;58;6;254.47;283;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
361;49;6;255.06;363;1;1.1;Stable 🟢;Newsletter standard;0
362;52;5;46.67;306;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
363;42;5;82.74;205;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
364;70;5;73.24;17;0;1.4;Stable 🟢;Newsletter standard;0
365;15;7;34.47;200;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
366;54;4;46.97;32;0;1.4;Stable 🟢;Newsletter standard;0
367;60;8;5.32;212;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
368;8;2;127.05;273;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
369;53;7;22.04;290;1;75.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
370;60;0;49.37;291;1;96.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
371;5;2;52.41;234;1;1.0;Stable 🟢;Newsletter standard;0
372;68;0;65.81;182;1;99.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
373;6;4;136.25;146;1;0.1;Stable 🟢;Newsletter standard;0
374;47;0;94.18;50;1;4.2;Stable 🟢;Newsletter standard;0
375;55;4;87.03;103;0;1.4;Stable 🟢;Newsletter standard;0
376;40;5;59.85;33;1;0.1;Stable 🟢;Newsletter standard;0
377;52;6;8.07;89;1;1.2;Stable 🟢;Newsletter standard;0
378;16;9;41.13;341;1;1.1;Stable 🟢;Newsletter standard;0
379;13;5;252.32;315;1;0.9;Stable 🟢;Newsletter standard;0
380;30;5;433.15;241;1;1.0;Stable 🟢;Newsletter standard;0
381;19;3;104.89;266;1;1.0;Stable 🟢;Newsletter standard;0
382;17;1;20.65;223;1;96.2;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
383;63;5;8.6;236;1;1.0;Stable 🟢;Newsletter standard;0
384;19;6;42.86;153;0;1.3;Stable 🟢;Newsletter standard;0
385;58;3;155.35;57;1;0.1;Stable 🟢;Newsletter standard;0
386;55;5;102.37;322;1;1.1;Stable 🟢;Newsletter standard;0
387;62;6;172.26;112;1;0.1;Stable 🟢;Newsletter standard;0
388;23;3;76.52;15;1;0.1;Stable 🟢;Newsletter standard;0
389;9;5;11.17;269;0;98.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
390;12;6;9.75;114;1;1.6;Stable 🟢;Newsletter standard;0
391;1;2;3.94;252;1;1.0;Stable 🟢;Newsletter standard;0
392;58;3;66.98;142;1;0.2;Stable 🟢;Newsletter standard;0
393;1;3;22.26;114;0;14.2;Stable 🟢;Newsletter standard;0
394;34;3;106.06;290;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
395;48;1;92.73;357;1;96.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
396;1;4;30.63;25;0;1.3;Stable 🟢;Newsletter standard;0
397;16;4;15.56;310;1;0.9;Stable 🟢;Newsletter standard;0
398;61;4;8.64;255;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
399;64;4;106.94;268;1;1.0;Stable 🟢;Newsletter standard;0
400;63;6;47.89;126;0;1.3;Stable 🟢;Newsletter standard;0
401;69;3;31.27;250;1;83.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
402;22;3;155.4;287;1;1.0;Stable 🟢;Newsletter standard;0
403;67;4;72.04;334;0;99.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
404;76;6;58.39;53;1;2.2;Stable 🟢;Newsletter standard;0
405;26;4;108.81;43;0;11.1;Stable 🟢;Newsletter standard;0
406;16;11;135.24;166;1;0.1;Stable 🟢;Newsletter standard;0
407;51;3;92.69;42;1;2.3;Stable 🟢;Newsletter standard;0
408;57;6;46.39;176;0;2.0;Stable 🟢;Newsletter standard;0
409;29;7;38.15;67;0;1.2;Stable 🟢;Newsletter standard;0
410;78;2;118.16;66;1;0.1;Stable 🟢;Newsletter standard;0
411;69;6;58.37;83;0;20.3;Stable 🟢;Newsletter standard;0
412;47;3;97.5;350;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
413;62;2;176.87;105;1;0.1;Stable 🟢;Newsletter standard;0
414;69;6;198.05;287;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
415;76;9;26.03;186;1;0.9;Stable 🟢;Newsletter standard;0
416;16;3;16.65;284;1;64.4;Risque moyen 🟠;Email personnalisé + points fidélité;1
417;48;4;24.23;4;0;71.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
418;39;7;111.34;138;0;1.3;Stable 🟢;Newsletter standard;0
419;33;6;36.97;179;1;4.8;Stable 🟢;Newsletter standard;0
420;23;2;15.23;237;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
421;10;7;8.29;18;0;1.7;Stable 🟢;Newsletter standard;0
422;69;3;31.72;303;1;1.0;Stable 🟢;Newsletter standard;0
423;34;3;11.71;9;1;0.1;Stable 🟢;Newsletter standard;0
424;52;1;13.6;29;0;83.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
425;10;4;92.13;144;1;0.1;Stable 🟢;Newsletter standard;0
426;19;6;1.59;348;1;1.1;Stable 🟢;Newsletter standard;0
427;58;5;10.0;149;1;0.1;Stable 🟢;Newsletter standard;0
428;1;3;148.82;64;1;3.5;Stable 🟢;Newsletter standard;0
429;69;6;149.1;187;1;85.2;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
430;4;3;31.95;227;0;99.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
431;16;3;7.37;118;0;87.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
432;24;3;97.65;356;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
433;80;2;35.72;254;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
434;2;7;3.72;31;0;1.7;Stable 🟢;Newsletter standard;0
435;32;3;13.74;161;0;1.7;Stable 🟢;Newsletter standard;0
436;24;7;11.81;215;1;1.0;Stable 🟢;Newsletter standard;0
437;12;3;71.16;169;0;2.0;Stable 🟢;Newsletter standard;0
438;50;5;182.71;81;1;0.1;Stable 🟢;Newsletter standard;0
439;35;1;126.03;46;0;56.1;Risque moyen 🟠;Email personnalisé + points fidélité;0
440;33;5;63.26;49;1;0.1;Stable 🟢;Newsletter standard;0
441;33;3;43.88;298;1;1.0;Stable 🟢;Newsletter standard;0
442;61;2;77.13;283;1;1.0;Stable 🟢;Newsletter standard;0
443;51;3;46.93;88;1;0.1;Stable 🟢;Newsletter standard;0
444;43;9;22.6;121;1;0.1;Stable 🟢;Newsletter standard;0
445;12;3;90.95;3;1;2.6;Stable 🟢;Newsletter standard;0
446;67;3;165.24;316;0;98.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
447;65;1;37.33;227;1;96.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
448;33;3;147.38;79;1;0.1;Stable 🟢;Newsletter standard;0
449;40;6;45.12;145;0;1.2;Stable 🟢;Newsletter standard;0
450;74;2;41.04;242;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
451;43;5;2.3;32;0;1.7;Stable 🟢;Newsletter standard;0
452;44;5;95.07;263;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
453;29;3;131.81;211;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
454;13;5;87.15;71;1;0.1;Stable 🟢;Newsletter standard;0
455;12;5;13.13;197;0;99.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
456;46;3;8.72;58;1;2.3;Stable 🟢;Newsletter standard;0
457;2;3;68.05;112;1;1.8;Stable 🟢;Newsletter standard;0
458;35;7;41.07;48;1;0.1;Stable 🟢;Newsletter standard;0
459;81;3;44.84;185;1;0.8;Stable 🟢;Newsletter standard;0
460;8;3;274.86;327;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
461;26;4;102.97;165;1;0.1;Stable 🟢;Newsletter standard;0
462;74;2;42.45;215;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
463;34;3;1.54;331;1;1.1;Stable 🟢;Newsletter standard;0
464;7;2;2.78;330;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
465;68;5;92.36;121;1;0.1;Stable 🟢;Newsletter standard;0
466;58;4;145.48;213;0;98.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
467;75;3;98.4;311;1;0.9;Stable 🟢;Newsletter standard;0
468;29;7;41.65;41;0;12.9;Stable 🟢;Newsletter standard;0
469;36;4;2.53;353;1;1.1;Stable 🟢;Newsletter standard;0
470;21;3;273.88;289;1;1.0;Stable 🟢;Newsletter standard;0
471;36;5;343.44;168;1;0.1;Stable 🟢;Newsletter standard;0
472;10;1;63.77;34;1;3.8;Stable 🟢;Newsletter standard;0
473;73;5;5.86;318;1;0.9;Stable 🟢;Newsletter standard;0
474;24;7;62.29;275;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
475;64;2;178.3;197;1;1.0;Stable 🟢;Newsletter standard;0
476;49;4;91.15;191;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
477;36;2;101.83;221;1;1.0;Stable 🟢;Newsletter standard;0
478;82;3;7.1;10;0;1.7;Stable 🟢;Newsletter standard;0
479;24;7;9.01;120;1;0.1;Stable 🟢;Newsletter standard;0
480;23;1;10.9;123;1;5.3;Stable 🟢;Newsletter standard;0
481;62;3;187.79;247;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
482;37;2;59.7;360;1;1.1;Stable 🟢;Newsletter standard;0
483;12;2;125.45;221;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
484;55;2;9.8;261;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
485;13;1;210.09;58;1;5.0;Stable 🟢;Newsletter standard;0
486;23;1;137.69;315;0;99.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
487;30;3;20.37;128;1;0.1;Stable 🟢;Newsletter standard;0
488;17;7;165.83;187;1;1.0;Stable 🟢;Newsletter standard;0
489;62;5;24.46;205;1;73.2;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
490;13;2;18.39;86;0;1.3;Stable 🟢;Newsletter standard;0
491;59;6;24.55;104;1;0.1;Stable 🟢;Newsletter standard;0
492;19;2;192.6;143;0;1.2;Stable 🟢;Newsletter standard;0
493;49;4;197.77;205;1;1.0;Stable 🟢;Newsletter standard;0
494;12;2;31.92;129;1;0.1;Stable 🟢;Newsletter standard;0
495;61;3;97.78;246;0;99.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
496;19;2;90.1;38;1;0.1;Stable 🟢;Newsletter standard;0
497;76;2;131.42;363;0;98.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
498;9;7;28.14;109;0;1.4;Stable 🟢;Newsletter standard;0
499;71;4;57.09;309;0;99.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
500;28;2;88.13;52;0;12.8;Stable 🟢;Newsletter standard;0
501;78;3;2.13;1;0;1.8;Stable 🟢;Newsletter standard;0
502;52;5;37.82;11;0;1.4;Stable 🟢;Newsletter standard;0
503;83;3;95.23;314;1;0.8;Stable 🟢;Newsletter standard;0
504;16;2;23.29;235;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
505;69;4;253.05;128;0;1.2;Stable 🟢;Newsletter standard;0
506;12;0;2.45;214;0;100.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
507;25;2;253.77;243;1;1.0;Stable 🟢;Newsletter standard;0
508;52;5;19.55;44;0;10.8;Stable 🟢;Newsletter standard;0
509;53;2;4.0;6;1;0.1;Stable 🟢;Newsletter standard;0
510;23;3;27.68;156;0;9.8;Stable 🟢;Newsletter standard;0
511;16;3;123.45;8;0;31.5;Stable 🟢;Newsletter standard;0
512;57;10;111.69;5;0;1.6;Stable 🟢;Newsletter standard;0
513;39;3;18.74;362;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
514;53;4;17.53;182;1;74.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
515;42;8;82.31;112;1;0.1;Stable 🟢;Newsletter standard;0
516;58;5;49.01;273;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
517;39;3;125.73;265;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
518;14;4;1.95;212;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
519;5;5;75.41;78;1;0.1;Stable 🟢;Newsletter standard;0
520;35;5;104.95;270;1;1.0;Stable 🟢;Newsletter standard;0
521;75;3;401.49;154;1;0.1;Stable 🟢;Newsletter standard;0
522;18;9;90.85;221;1;66.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
523;76;3;21.1;347;1;1.1;Stable 🟢;Newsletter standard;0
524;9;4;9.16;25;1;0.1;Stable 🟢;Newsletter standard;0
525;74;5;81.94;354;1;1.1;Stable 🟢;Newsletter standard;0
526;58;6;59.25;208;1;1.0;Stable 🟢;Newsletter standard;0
527;17;5;183.53;3;0;1.3;Stable 🟢;Newsletter standard;0
528;7;6;103.75;215;1;1.0;Stable 🟢;Newsletter standard;0
529;46;4;57.03;112;1;0.1;Stable 🟢;Newsletter standard;0
530;13;6;41.35;192;1;1.0;Stable 🟢;Newsletter standard;0
531;40;1;41.45;47;0;77.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
532;42;6;20.53;221;1;63.8;Risque moyen 🟠;Email personnalisé + points fidélité;1
533;9;4;1.4;187;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
534;50;11;68.44;50;0;10.1;Stable 🟢;Newsletter standard;0
535;27;8;19.1;197;1;9.0;Stable 🟢;Newsletter standard;0
536;66;4;18.69;216;1;1.0;Stable 🟢;Newsletter standard;0
537;5;1;10.72;221;1;96.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
538;29;2;16.82;90;1;0.1;Stable 🟢;Newsletter standard;0
539;37;4;2.58;232;1;1.0;Stable 🟢;Newsletter standard;0
540;38;5;89.73;323;1;1.1;Stable 🟢;Newsletter standard;0
541;83;3;41.05;258;1;0.9;Stable 🟢;Newsletter standard;0
542;8;2;65.96;153;0;1.3;Stable 🟢;Newsletter standard;0
543;65;4;81.06;256;1;1.0;Stable 🟢;Newsletter standard;0
544;17;3;287.44;258;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
545;71;2;5.66;65;1;0.1;Stable 🟢;Newsletter standard;0
546;45;4;43.29;190;0;98.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
547;4;3;22.58;91;0;1.2;Stable 🟢;Newsletter standard;0
548;36;5;51.81;173;0;1.9;Stable 🟢;Newsletter standard;0
549;70;5;202.53;247;1;78.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
550;31;3;102.98;256;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
551;19;6;86.76;116;0;1.4;Stable 🟢;Newsletter standard;0
552;61;1;46.56;49;1;3.7;Stable 🟢;Newsletter standard;0
553;54;6;88.96;227;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
554;39;4;2.63;69;0;1.7;Stable 🟢;Newsletter standard;0
555;74;1;70.6;126;0;80.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
556;19;5;64.55;213;1;1.0;Stable 🟢;Newsletter standard;0
557;39;3;34.05;53;1;3.2;Stable 🟢;Newsletter standard;0
558;67;1;18.0;112;1;66.2;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
559;45;3;131.84;159;0;65.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
560;13;3;4.43;240;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
561;58;0;5.78;150;0;86.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
562;20;1;46.46;139;1;11.4;Stable 🟢;Newsletter standard;0
563;72;7;23.29;113;1;0.1;Stable 🟢;Newsletter standard;0
564;61;0;109.46;143;1;48.3;Risque moyen 🟠;Email personnalisé + points fidélité;0
565;39;3;80.45;138;1;2.0;Stable 🟢;Newsletter standard;0
566;1;5;118.46;304;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
567;3;1;31.41;31;0;98.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
568;77;1;107.93;293;1;99.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
569;62;4;158.62;108;1;0.1;Stable 🟢;Newsletter standard;0
570;63;8;33.88;284;1;1.0;Stable 🟢;Newsletter standard;0
571;25;7;33.23;159;1;1.9;Stable 🟢;Newsletter standard;0
572;56;4;184.17;326;1;1.1;Stable 🟢;Newsletter standard;0
573;33;3;4.09;14;1;0.1;Stable 🟢;Newsletter standard;0
574;38;5;34.49;122;1;2.4;Stable 🟢;Newsletter standard;0
575;6;5;10.11;215;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
576;58;2;2.35;272;1;1.0;Stable 🟢;Newsletter standard;0
577;44;3;9.58;25;1;2.0;Stable 🟢;Newsletter standard;0
578;45;6;45.14;322;1;1.1;Stable 🟢;Newsletter standard;0
579;32;7;92.91;294;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
580;45;4;27.32;169;0;1.7;Stable 🟢;Newsletter standard;0
581;61;2;151.6;103;0;1.3;Stable 🟢;Newsletter standard;0
582;47;7;46.05;354;1;22.0;Stable 🟢;Newsletter standard;0
583;21;3;275.93;40;0;1.3;Stable 🟢;Newsletter standard;0
584;80;4;246.6;235;1;0.9;Stable 🟢;Newsletter standard;0
585;75;6;118.72;320;1;1.1;Stable 🟢;Newsletter standard;0
586;36;3;215.54;89;1;3.9;Stable 🟢;Newsletter standard;0
587;19;1;98.23;100;1;3.7;Stable 🟢;Newsletter standard;0
588;20;3;180.75;144;1;3.7;Stable 🟢;Newsletter standard;0
589;57;4;21.58;82;1;0.1;Stable 🟢;Newsletter standard;0
590;18;3;33.9;77;1;0.1;Stable 🟢;Newsletter standard;0
591;47;3;111.85;59;0;1.4;Stable 🟢;Newsletter standard;0
592;49;4;44.21;229;1;1.0;Stable 🟢;Newsletter standard;0
593;14;2;145.28;91;1;0.1;Stable 🟢;Newsletter standard;0
594;15;2;168.06;354;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
595;31;3;28.5;1;1;0.1;Stable 🟢;Newsletter standard;0
596;1;3;138.73;269;0;99.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
597;54;5;13.4;286;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
598;3;2;32.54;197;0;98.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
599;16;4;58.38;274;1;1.0;Stable 🟢;Newsletter standard;0
600;57;3;20.54;78;0;1.3;Stable 🟢;Newsletter standard;0
601;75;4;69.26;141;0;1.7;Stable 🟢;Newsletter standard;0
602;12;5;69.15;288;1;1.0;Stable 🟢;Newsletter standard;0
603;74;6;18.54;71;1;0.1;Stable 🟢;Newsletter standard;0
604;16;1;127.03;50;0;76.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
605;72;3;79.9;80;1;0.1;Stable 🟢;Newsletter standard;0
606;76;1;30.59;235;1;99.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
607;24;1;21.14;287;0;99.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
608;28;2;168.79;307;1;1.0;Stable 🟢;Newsletter standard;0
609;8;3;144.51;155;1;0.1;Stable 🟢;Newsletter standard;0
610;36;5;20.88;60;1;0.1;Stable 🟢;Newsletter standard;0
611;8;4;2.9;33;1;0.1;Stable 🟢;Newsletter standard;0
612;58;1;130.59;127;1;5.2;Stable 🟢;Newsletter standard;0
613;60;5;76.47;221;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
614;50;2;8.51;200;1;1.0;Stable 🟢;Newsletter standard;0
615;28;2;70.81;126;1;0.1;Stable 🟢;Newsletter standard;0
616;41;7;48.15;41;1;2.6;Stable 🟢;Newsletter standard;0
617;64;2;119.17;275;1;1.0;Stable 🟢;Newsletter standard;0
618;27;4;18.77;297;1;1.0;Stable 🟢;Newsletter standard;0
619;63;8;48.29;85;0;1.2;Stable 🟢;Newsletter standard;0
620;17;2;13.59;89;1;0.1;Stable 🟢;Newsletter standard;0
621;73;3;252.71;42;1;0.1;Stable 🟢;Newsletter standard;0
622;33;1;120.67;120;1;66.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
623;77;0;106.76;279;1;96.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
624;29;3;93.75;33;0;1.6;Stable 🟢;Newsletter standard;0
625;13;7;44.04;276;1;1.0;Stable 🟢;Newsletter standard;0
626;46;6;205.41;153;0;12.7;Stable 🟢;Newsletter standard;0
627;35;1;6.06;90;0;82.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
628;6;6;130.07;104;1;0.1;Stable 🟢;Newsletter standard;0
629;82;8;19.39;12;0;1.6;Stable 🟢;Newsletter standard;0
630;69;3;31.33;160;0;1.6;Stable 🟢;Newsletter standard;0
631;47;2;58.62;196;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
632;25;5;122.1;307;1;1.0;Stable 🟢;Newsletter standard;0
633;66;5;145.88;262;0;99.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
634;10;3;70.11;91;1;0.1;Stable 🟢;Newsletter standard;0
635;56;1;41.27;197;1;99.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
636;30;2;234.25;69;1;0.1;Stable 🟢;Newsletter standard;0
637;5;5;22.64;220;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
638;33;6;130.0;214;1;1.0;Stable 🟢;Newsletter standard;0
639;65;4;75.75;146;0;1.2;Stable 🟢;Newsletter standard;0
640;18;2;37.84;233;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
641;49;4;0.11;234;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
642;11;8;47.33;214;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
643;26;3;25.92;61;1;0.1;Stable 🟢;Newsletter standard;0
644;63;5;8.82;363;1;81.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
645;59;4;6.25;78;0;8.7;Stable 🟢;Newsletter standard;0
646;27;7;34.16;95;1;0.1;Stable 🟢;Newsletter standard;0
647;49;2;76.31;330;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
648;77;5;145.38;216;1;1.0;Stable 🟢;Newsletter standard;0
649;33;6;16.22;213;1;1.0;Stable 🟢;Newsletter standard;0
650;1;0;44.22;304;1;96.2;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
651;21;4;39.8;200;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
652;55;3;57.62;352;1;1.1;Stable 🟢;Newsletter standard;0
653;6;6;132.68;31;0;9.9;Stable 🟢;Newsletter standard;0
654;81;9;64.53;290;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
655;69;1;150.01;343;1;99.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
656;5;3;58.48;135;1;0.1;Stable 🟢;Newsletter standard;0
657;3;3;74.08;83;0;2.0;Stable 🟢;Newsletter standard;0
658;53;3;46.01;47;0;1.2;Stable 🟢;Newsletter standard;0
659;23;2;138.57;206;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
660;53;10;205.98;77;0;1.3;Stable 🟢;Newsletter standard;0
661;37;5;81.54;259;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
662;74;3;137.53;92;1;0.1;Stable 🟢;Newsletter standard;0
663;74;7;4.87;100;0;1.7;Stable 🟢;Newsletter standard;0
664;83;7;189.25;195;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
665;17;9;16.75;192;1;1.0;Stable 🟢;Newsletter standard;0
666;78;7;23.71;68;1;0.1;Stable 🟢;Newsletter standard;0
667;73;8;4.38;242;1;1.0;Stable 🟢;Newsletter standard;0
668;1;4;269.11;90;1;0.1;Stable 🟢;Newsletter standard;0
669;51;2;152.85;345;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
670;45;4;195.52;10;1;0.1;Stable 🟢;Newsletter standard;0
671;77;3;150.3;264;1;1.0;Stable 🟢;Newsletter standard;0
672;4;4;52.24;268;1;37.9;Risque moyen 🟠;Email personnalisé + points fidélité;1
673;62;3;206.25;320;1;89.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
674;65;4;279.13;118;1;0.1;Stable 🟢;Newsletter standard;0
675;32;6;55.86;250;1;1.0;Stable 🟢;Newsletter standard;0
676;34;0;15.45;59;0;69.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;0
677;72;3;85.98;195;1;59.1;Risque moyen 🟠;Email personnalisé + points fidélité;1
678;39;4;296.53;50;1;0.1;Stable 🟢;Newsletter standard;0
679;26;5;164.55;296;1;1.0;Stable 🟢;Newsletter standard;0
680;34;5;158.33;97;0;1.3;Stable 🟢;Newsletter standard;0
681;54;7;217.23;127;1;3.8;Stable 🟢;Newsletter standard;0
682;3;2;179.51;246;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
683;50;2;119.79;87;1;3.1;Stable 🟢;Newsletter standard;0
684;12;5;101.35;77;1;1.7;Stable 🟢;Newsletter standard;0
685;65;2;24.61;204;1;1.0;Stable 🟢;Newsletter standard;0
686;54;3;77.69;146;1;0.9;Stable 🟢;Newsletter standard;0
687;5;8;58.97;149;0;1.3;Stable 🟢;Newsletter standard;0
688;57;2;158.41;111;1;0.1;Stable 🟢;Newsletter standard;0
689;17;3;54.14;129;1;0.1;Stable 🟢;Newsletter standard;0
690;47;9;10.93;253;1;1.0;Stable 🟢;Newsletter standard;0
691;23;2;0.4;166;1;0.2;Stable 🟢;Newsletter standard;0
692;79;4;90.62;297;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
693;14;3;63.86;137;1;0.1;Stable 🟢;Newsletter standard;0
694;66;6;32.15;279;1;80.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
695;75;3;14.81;334;1;1.1;Stable 🟢;Newsletter standard;0
